JID,Formula,Dir.gap (eV),Indir. gap (eV),Eff (%)
JVASP-12572,Na1 H2 N1,4.7606,4.7606,0
JVASP-12585,Zr1 P2 H2 O6,4.8993,4.8993,0
JVASP-12599,P1 H4 I1,4.8636,4.833,0
JVASP-12708,Mg1 Mo1 H2 O5,4.6567,4.609,0
JVASP-12752,Rb1 Ge1 Cl3,4.8741,4.8659,0
JVASP-12754,Sn1 Cl1 F1,4.4738,4.4738,0
JVASP-12763,Li7 Sb1 O6,5.0626,4.975,0
JVASP-12798,Na3 Ga1 S3,4.7708,4.6665,0
JVASP-12839,K3 Ga1 S3,4.6491,4.5756,0
JVASP-14939,Ti3 Hg1,0,-0.7701,0
JVASP-14976,Nd1 As1,0.2693,-0.4882,0
JVASP-14987,Dy1 As1,0.5597,-0.5765,0
JVASP-14989,Nb1 N1,0,-0.3073,0
JVASP-14993,Tb1 As1,0.5041,-0.574,0
JVASP-14994,Cd1 Ag1,0.2522,-5.3006,0
JVASP-15011,Ta1 Be2,0,-1.3932,0
JVASP-15031,Tb1 Sb1,0.4141,-0.9254,0
JVASP-15039,Li1 Pd1,-0.6232,-1.0899,0
JVASP-15066,Sc1 P1,0.4047,-1.1402,0
JVASP-15072,Nd1 P1,0.2407,-0.4012,0
JVASP-15164,Zr1 Ge1 Te1,-0.0416,-0.4195,0
JVASP-15210,Tm1 Sn1 Au1,0.947,0.0748,0
JVASP-15237,Hf1 Ga1 Co2,0,-0.5185,0
JVASP-15250,Ti1 Co2 Si1,0,-0.6839,0
JVASP-15267,Sc1 Co2 Sn1,0,-0.6518,0
JVASP-15348,Be1 Al1 B1,2.4953,0.1248,0
JVASP-15358,Ho1 Ag1 Sn1,0.2004,-0.7562,0
JVASP-15536,Lu1 Sn1 Au1,0.8957,0.0478,0
JVASP-15593,Ho1 Ge1 Au1,0,-0.4857,0
JVASP-15630,Y1 Ag1 Sn1,0.1626,-0.6198,0
JVASP-15653,Ca1 Cu1 Sb1,0.7842,-0.0136,0
JVASP-15657,Ta1 Al1 Ni2,0.0293,-0.9053,0
JVASP-15725,Rb1 Te1 Au1,-0.129,-0.129,0
JVASP-15769,Tm1 P1,0.6824,-0.4835,0
JVASP-15781,P1,0.1467,-0.1929,0
JVASP-15858,Tb3 Al1 C1,-0.0635,-0.1501,0
JVASP-15910,Li1 Mg1 Sb1 Pd1,0,-0.3754,0
JVASP-15919,Lu1 P1,0.805,-0.4608,0
JVASP-15939,Li1 Mn1 Se2,0.035,-0.238,0
JVASP-16001,K2 Rh1 F6,-1.00E-04,-0.0856,0
JVASP-16012,Zr1 Cu1 F6,-0.0014,-0.2633,0
JVASP-16042,Ta1 F3,4.8983,3.1144,0
JVASP-16045,Pr3 Ga1 C1,-0.0415,-0.0944,0
JVASP-16134,Na1 Te1 Au1,-0.0117,-0.0117,0
JVASP-16200,Sr1 Rh1 F6,-0.0005,-0.0744,0
JVASP-16272,Pr1 As1,0.2312,-0.4637,0
JVASP-16294,Tm1,0,-1.4106,0
JVASP-16299,Sm3 Al1 N1,0,-0.4952,0
JVASP-16315,Lu1 Rh3 C1,0,-0.9868,0
JVASP-16339,Hg1 S1,1.3381,-0.8749,0
JVASP-16373,Al1 V1 Ni2,0.0321,-0.4789,0
JVASP-16375,Pr1 Al1,0.1832,-1.8014,0
JVASP-16408,Li1 Ir1 F6,-1.00E-04,-0.0597,0
JVASP-16423,Ba1 Ag1 Sb1,0.0729,-0.1986,0
JVASP-16541,Hf1 Os1,0.0112,-1.4156,0
JVASP-16591,Ni3 Sn1,0,-0.2581,0
JVASP-16636,Zn1 Ni1 Sb1,0,-3.2999,0
JVASP-16642,Ba1 Cu1 Sb1,0.4152,0.0757,0
JVASP-16815,Li1 Pr1 Sn1,0.1263,-0.2947,0
JVASP-16816,Li1 Nd1 Sn1,0.1951,-0.2793,0
JVASP-16850,Sm1 Cu1 Sn1,0.1763,-0.6241,0
JVASP-17167,Y1 N1,0.0597,-0.2596,0
JVASP-17197,Y1 Cu1 Sn1,0.1623,-0.6746,0
JVASP-17362,Dy1 Rh3 C1,0,-1.2802,0
JVASP-17443,Sm1 Ni1 As1,0.4336,-1.46,0
JVASP-17540,Zr1 Ni2 Sn1,0.0233,-0.7599,0
JVASP-17742,Ho1 Mg1 In1,0.0209,-0.5942,0
JVASP-17845,Pt3 Pb1,0,-0.3505,0
JVASP-17861,Nd1 Ag1 Pb1,0.1021,-0.5545,0
JVASP-17897,Ca1 Fe1 F6,-1.00E-04,-0.07,0
JVASP-17904,Y1 Sb1,0.5538,-0.8584,0
JVASP-17941,Pb1 S1,1.2139,0.1275,0
JVASP-17953,Sc1 In1 Cu2,0.016,-1.3498,0
JVASP-17957,Hf1 C1,0,-1.3472,0
JVASP-17998,Dy1 Ag1 Sn1,0.1911,-0.7165,0
JVASP-18007,Pb1 Se1,0.8623,-0.2933,0
JVASP-18133,V1 Ga1 Fe2,0,-0.4016,0
JVASP-18176,Rb2 Rh1 F6,-0.0002,-0.0447,0
JVASP-18299,Ti1 Ni1 Sn1,0.0134,-1.0782,0
JVASP-18320,Tb1 Bi1,0.5027,-0.9153,0
JVASP-18323,La1 Bi1,0.5066,0.0549,0
JVASP-18327,Yb1 Cu1 Bi1,0.1567,-0.118,0
JVASP-18342,Pr1 Bi1,0.2096,-0.826,0
JVASP-18361,Nd1 Bi1,0.2586,-0.851,0
JVASP-18366,K2 Ru1 Cl6,-0.001,-0.3835,0
JVASP-18373,H1 Br1,0.5293,-0.9813,0
JVASP-18390,Ti1 H2,0,-0.6044,0
JVASP-18394,Sc1 H2,1.5982,-0.7893,0
JVASP-18399,H1 Pd1,0,-1.3496,0
JVASP-18435,Cu1 C1 O3,0.0713,-0.184,0
JVASP-18466,Ag3 O1,0.5671,0.1056,0
JVASP-18468,K2 Os1 Br6,0,-0.4815,0
JVASP-18575,Rb2 W1 Cl6,-0.0084,-0.1358,0
JVASP-18688,Cu1 Sn1 Rh2,0,-0.841,0
JVASP-18767,Li2 Al1 Rh1,0,-3.8274,0
JVASP-18838,In1 Pd3,0.0814,-0.5838,0
JVASP-18851,Tb1 Ag1 Sn1,0.1821,-0.6777,0
JVASP-18921,Tb1 P1,0.5126,-0.4436,0
JVASP-18925,Be5 Pd1,0.3437,-0.7447,0
JVASP-18945,Sm1 P1,0.3265,-0.4321,0
JVASP-18948,Sn1 Pd3,0,-0.6309,0
JVASP-18958,Ho1 P1,0.5874,-0.4719,0
JVASP-19589,Dy1 Sb1,0.4683,-0.9282,0
JVASP-19667,Zr1 Te1,0,-0.3039,0
JVASP-19720,Ta1 N1,0,-0.3923,0
JVASP-19770,Nd1 Sb1,0.1756,-0.8329,0
JVASP-19810,Er1 As1,0.6892,-0.5596,0
JVASP-19903,Y1 As1,0.6501,-0.5231,0
JVASP-19935,Y1 P1,0.5629,-0.5159,0
JVASP-19975,Pr1 Sb1,0.1845,-0.7618,0
JVASP-20508,Yb1 Sb1,0,-2.3982,0
JVASP-20547,Dy1 P1,0.5504,-0.4547,0
JVASP-20549,Lu1 As1,0.8943,-0.507,0
JVASP-20559,Ho1 Sb1,0.5144,-0.9369,0
JVASP-20561,Sc1 As1,0.2185,-1.1591,0
JVASP-20562,Nb3 Sb1,0,-0.4831,0
JVASP-20588,Sc1 Al3,0,-3.7883,0
JVASP-20614,Er1 Sb1,0.5735,-0.9313,0
JVASP-20651,Sm1 Sb1,0.2688,-0.878,0
JVASP-21213,Hg1,0.5561,-0.0503,0
JVASP-41602,Na2 Hf2 O5,4.9347,4.8021,0
JVASP-40123,Er1 Ta1 Os2,0,-0.6111,0
JVASP-40176,K3 Ta1 F8,4.5037,4.5037,0
JVASP-38173,Rb2 H2 C2 O5,4.6514,4.65,0
JVASP-38675,Li2 Ru1 F6,-0.0131,-0.0444,0
JVASP-12907,K1 Na1 S1,4.8894,4.8894,0
JVASP-12927,Rb1 Li1 O1,4.9659,4.9423,0
JVASP-12932,Rb1 Br1 F4,4.9879,4.9879,0
JVASP-12935,K1 Na1 Se1,4.5336,4.5336,0
JVASP-13018,Li5 Sb1 O5,4.5898,4.3911,0
JVASP-13060,I1 F3,4.596,4.4839,0
JVASP-13066,I1 O2 F1,4.6394,4.455,0
JVASP-13104,K1 As1 O2,4.9514,4.9141,0
JVASP-13302,Na3 U1 F7,-0.0046,-0.0052,0
JVASP-13341,Al2 Cd1 O4,4.4359,4.4359,0
JVASP-13359,Na4 S2 O5,4.4494,4.4011,0
JVASP-13360,Li7 Sb1 O6,4.9787,4.9565,0
JVASP-13406,Rb4 Pb1 Br6,5.0012,4.9751,0
JVASP-14282,Sn3 F8,4.9167,4.9126,0
JVASP-14383,In1 Pd3,0.0814,-0.5838,0
JVASP-14396,S1 N1 F1,5.0571,4.976,0
JVASP-19024,Mg3 Te1 O6,4.6103,4.3036,0
JVASP-19060,Dy2 Hf2 O7,4.9399,4.9342,0
JVASP-21263,Na6 Mn1 S4,-0.0004,-0.1063,0
JVASP-21274,Ca3 Te1 O6,4.7731,4.5617,0
JVASP-21313,Zn1 Si2 Sn1 O6,4.8953,4.87,0
JVASP-21347,Ca1 Cr1 Si2 O6,-0.0006,-0.0361,0
JVASP-42355,Hf1 Zr1 O4,4.9493,4.9174,0
JVASP-14643,Ho1 As1,0.5493,-0.6569,0
JVASP-14707,Dy1 Ni2,0,-0.7797,0
JVASP-14775,Sc1 Sb1,0.2333,-1.1574,0
JVASP-14805,Pr1 P1,0.2129,-0.368,0
JVASP-14836,Y1,-0.164,-0.5913,0
JVASP-20064,La1 Sb1,0.4751,0.0588,0
JVASP-20081,Tm1 As1,0.7978,-0.4965,0
JVASP-20095,Er1 P1,0.6383,-0.4743,0
JVASP-20104,Th1 C1,-0.1607,-0.6846,0
JVASP-20107,Mg1 Sc1,0,-0.9083,0
JVASP-4690,Zn1 Re2 O8,4.5588,4.4633,0
JVASP-12168,Hg1 Cl2 O6,5.0116,4.9542,0
JVASP-51093,K1 Mn1 Ru1,0,-0.4153,0
JVASP-51338,Fe1 Pb1 W2,0.1274,-0.459,0
JVASP-51348,Na1 H2 N1,4.6126,4.6126,0
JVASP-51372,H4 N2 O3,4.4926,4.295,0
JVASP-51385,Na1 Te1 H6 O6 F1,5.0062,4.8988,0
JVASP-51409,Yb1 H2,5.2707,3.1502,0
JVASP-51488,Ca3 Sn1 N1,0,-0.6526,0
JVASP-51637,Si3 N4,5.2886,4.9488,0
JVASP-51672,Ba1 H2 O3,4.8087,4.6231,0
JVASP-51673,Sr1 H2 O3,5.0013,4.9986,0
JVASP-51675,Mg2 Co1 H5,1.0294,0.0861,0
JVASP-51714,Sr1 Mg1 H4,4.7408,4.4419,0
JVASP-51728,Ca4 Mg3 H14,4.7902,4.6181,0
JVASP-52004,Ca1 Al1 H5,4.8042,4.5955,0
JVASP-54374,K2 Ge2 Pb2 O7,4.6545,4.5005,0
JVASP-54457,Zr1 Zn1,0.0216,-0.3307,0
JVASP-54625,Ti1 Cd1 F6,4.863,4.8607,0
JVASP-54689,H1 N1 O1,5.0743,4.9186,0
JVASP-54721,Ga1 H1 O2,5.0015,4.9902,0
JVASP-54738,Zn1 H2 O2,4.7386,4.7202,0
JVASP-54741,Sr1 H4 O6,4.5662,4.5662,0
JVASP-54745,Ba1 H2 O4,4.4381,4.3992,0
JVASP-54746,Ta2 H4 O7,4.4809,4.0701,0
JVASP-54749,Ba1 H4 O6,4.4537,4.3997,0
JVASP-54762,Te1 H6 O6,4.5582,4.2889,0
JVASP-13853,Ba1 Ag1 Sb1,0.0755,-0.1978,0
JVASP-14172,V5 Te4,-0.0465,-0.2848,0
JVASP-14187,Na2 Cu3 Ge4 O12,-0.0155,-0.0155,0
JVASP-31661,Cu1 Au1 Se4,0.519,0.0199,0
JVASP-42172,Ba1 Lu2 O4,4.4337,4.3976,0
JVASP-42298,Li6 Fe1 O3 F3,-0.0037,-0.0783,0
JVASP-42301,Li1 Mn1 P1 H2 O5,-0.0005,-0.0703,0
JVASP-42669,Na8 Sn1 O6,4.584,4.4797,0
JVASP-42671,Sr1 Ca1 I4,4.7046,4.6941,0
JVASP-42859,Sc1 Al1 Ir2,0,-0.4338,0
JVASP-43015,Li2 Co1 O2,0.0033,-0.2399,0
JVASP-43029,Li2 Fe1 O3,-0.0023,-0.1044,0
JVASP-43372,Ag1 Bi1 O3,-0.0025,-1.1015,0
JVASP-43398,Zr1 O2,4.934,4.6095,0
JVASP-43427,K2 O1,5.1226,4.9394,0
JVASP-43466,Li2 Fe3 Sb1 O8,-0.0008,-0.0189,0
JVASP-43513,Li2 Fe1 F6,-0.0076,-0.0217,0
JVASP-43637,Na2 O1,4.7055,4.7055,0
JVASP-43698,Li1 Fe2 F7,-0.0364,-0.0743,0
JVASP-43808,Li2 Fe1 F4,-0.0183,-0.0552,0
JVASP-43821,Li1 Cr1 P2 O7,-0.0121,-0.0811,0
JVASP-43958,Li2 Mn1 F6,-0.0388,-0.0666,0
JVASP-44105,Tm3 Ta1 O7,4.4951,4.4875,0
JVASP-44349,Tm2 Te1 O6,4.6009,4.5258,0
JVASP-44407,Na2 V1 C1 S1 O7,-0.0818,-0.1457,0
JVASP-44442,Li3 Al2 Fe1 O6,-0.0215,-0.0239,0
JVASP-44482,Li4 Nb1 Fe5 O12,-0.025,-0.0879,0
JVASP-44547,K1 Sn1 P1 C1 O7,4.6893,4.6835,0
JVASP-44725,Li1 Fe1 P1 O4,-0.2084,-0.2531,0
JVASP-44912,Li2 Al2 Fe1 O6,-0.0015,-0.0833,0
JVASP-45226,Na3 V1 P1 C1 O7,-0.0121,-0.0828,0
JVASP-45808,Li2 Mn1 Si2 O6,-0.0219,-0.0412,0
JVASP-45853,Li2 V1 F6,-0.5119,-0.7093,0
JVASP-45863,Li2 Fe1 Si1 O5,-0.004,-0.1397,0
JVASP-45918,Li1 Fe1 C2 O6,-0.0092,-0.1012,0
JVASP-45967,Dy2 S1 O2,4.6644,4.3656,0
JVASP-45968,Tm1 Ta1 O4,5.0728,4.8198,0
JVASP-45986,Y1 Bi1 O3,4.446,4.2522,0
JVASP-45991,Sm1 Ta1 O4,4.868,4.701,0
JVASP-46004,Dy1 Nb1 O4,4.7243,4.7243,0
JVASP-46664,Ca5 Mn1 O6,-0.0503,-0.1708,0
JVASP-46700,Li6 Mn1 O2 F4,-0.0017,-0.0295,0
JVASP-46775,Li2 Si2 Ni1 O6,-0.0027,-0.0027,0
JVASP-46809,Li1 Mn1 Si2 O6,-0.0084,-0.0227,0
JVASP-46841,Li2 Fe1 P2 H1 O8,-0.0125,-0.0427,0
JVASP-46842,Li3 Cu2 Sb1 O6,-0.0101,-0.018,0
JVASP-47091,Li1 Mn1 P1 O4,-0.0037,-0.0394,0
JVASP-24614,Xe1 I1 F7,4.7943,4.7943,0
JVASP-34234,Rb4 C1 O4,4.8622,4.8622,0
JVASP-34236,Be1 Zn1 O2,4.478,4.478,0
JVASP-34245,Rb4 C1 O4,4.7385,4.5895,0
JVASP-34257,Rb4 C1 O4,4.5396,4.4877,0
JVASP-8115,K1 Na1 O1,5.0461,4.9728,0
JVASP-8118,Si1 C1,4.8427,3.4296,0
JVASP-8120,Ca1 Zn1 S1 O1,4.5207,4.5207,0
JVASP-8157,Ba1 Th1 O3,4.4506,4.4506,0
JVASP-8158,Si1 C1,5.3701,2.3079,0
JVASP-8162,Rb1 Sc1 O2,4.8703,4.5633,0
JVASP-8173,Rb1 Na1 O1,4.7988,4.736,0
JVASP-8191,Zr1 Pd1 F6,-0.0031,-0.3375,0
JVASP-8241,Sb1 N1,0.2606,-2.328,0
JVASP-8243,Bi1 O1 F1,4.598,4.5261,0
JVASP-8294,Ta1 F5,4.8682,4.8646,0
JVASP-8296,Ti1 Al1 F5,-0.002,-0.0358,0
JVASP-8297,Al1 Sn1 F5,4.9991,4.8297,0
JVASP-8305,Ca1 Sn1 F4,5.0349,4.6165,0
JVASP-8311,Mg1 Ti1 F6,5.008,4.9994,0
JVASP-34284,Na4 C1 O4,4.5092,4.3476,0
JVASP-34285,Rb4 C1 O4,4.8612,4.8612,0
JVASP-34336,Na1 S1 O4,4.7004,4.6998,0
JVASP-34365,Sm2 Ta2 Cl2 O7,4.477,4.3334,0
JVASP-34370,K3 Sb2 N2 O6 F7,4.6283,4.6283,0
JVASP-34427,K2 Al2 Sb2 O7,4.8842,4.7891,0
JVASP-34429,Zr1 Fe1 F6,-0.0209,-0.1631,0
JVASP-34435,Rb2 Mn1 F5,-0.0996,-0.2513,0
JVASP-34439,K1 Cr1 F3,-0.0006,-0.6535,0
JVASP-34441,Cd1 C2 O4,4.6259,4.6051,0
JVASP-34485,Zr1 Co1 F6,-0.001,-0.1181,0
JVASP-34486,Zr1 Cr1 F6,-0.0019,-0.2395,0
JVASP-34619,Rb1 Fe1 F4,0.0007,-0.3377,0
JVASP-34652,K1 Fe1 F3,-0.0045,-0.555,0
JVASP-34657,Na2 S1,4.5466,4.5466,0
JVASP-34888,Zr3 Ge1 O8,4.8713,4.7484,0
JVASP-35092,Ta2 N3 F1,0.0091,-0.3359,0
JVASP-35106,Al3 Ga1 N4,4.4786,4.4786,0
JVASP-35108,Al3 B1 N4,4.8463,4.8463,0
JVASP-35123,Be1 Ge1 N2,4.6921,4.6921,0
JVASP-35150,Ga1 B3 N4,4.9542,4.9542,0
JVASP-35158,K8 P1 O3,-0.0226,-0.0897,0
JVASP-35166,Li8 N1 O3,0.0012,-0.3096,0
JVASP-35169,Li8 P1 O3,0,-0.341,0
JVASP-35181,Zr1 Si1 O4,4.8195,4.5839,0
JVASP-35182,Na8 N3 O1,-0.0012,-0.2313,0
JVASP-35183,Rb8 N1 O3,-0.0109,-0.0599,0
JVASP-35184,Zn2 Si1 O4,4.8201,4.8201,0
JVASP-35185,Rb8 P1 O3,-0.0222,-0.129,0
JVASP-35192,Rb8 N3 O1,-0.0321,-0.2794,0
JVASP-35206,Zn1 Si1 N2,4.5855,4.2331,0
JVASP-35384,Rb2 Cu1 F4,0.0422,-0.6025,0
JVASP-35496,Tl2 Cu1 F4,-0.0021,-0.772,0
JVASP-35675,Ti2 In1 Ni1,0,-0.6321,0
JVASP-35686,Lu1 Ag1 O2,4.4578,3.0547,0
JVASP-35779,Mn1 Sn1,0,-0.5749,0
JVASP-35928,Li3 Dy1 Sb2,1.0392,-0.0415,0
JVASP-35932,Li3 Nd1 Sb2,0.8648,0.0111,0
JVASP-35933,Li3 Pr1 Bi2,0.7917,-0.0706,0
JVASP-35934,Li3 Pr1 Sb2,0.8215,0.0098,0
JVASP-35935,Li3 Sm1 Bi2,0.8723,-0.0532,0
JVASP-35936,Li3 Sm1 Sb2,0.8771,-0.0632,0
JVASP-35937,Li3 Y1 Bi2,0.7992,-0.0441,0
JVASP-36027,Si1 C1,3.5229,-0.7218,0
JVASP-36139,Tl1 P1,-0.001,-0.001,0
JVASP-36144,Ga1 B1 N2,4.4894,4.4726,0
JVASP-36165,Ca1 Se1,4.6707,4.6482,0
JVASP-36202,Al1 B1 N2,4.4768,4.4768,0
JVASP-36246,Pd1 N2,0.0357,-1.0357,0
JVASP-36286,Li1 Cd1 As1,0.4802,-1.2698,0
JVASP-36321,Mn1 Sb1,0.0064,-0.554,0
JVASP-36326,Na1 H1,7.0697,4.5682,0
JVASP-36339,Rb1 Te1,-0.0233,-0.6239,0
JVASP-36340,Rb1 Te1,-1.00E-04,-0.0145,0
JVASP-36366,Pr1 N1,0,-0.2794,0
JVASP-36389,Sc1 Sn1,0,-0.3938,0
JVASP-36400,Ru1 N1,0.4974,-0.0511,0
JVASP-36455,Sr3 P1 N1,-0.3314,-0.3314,0
JVASP-36459,Ca3 Bi1 N1,-0.0003,-0.0003,0
JVASP-36488,Sr3 Bi2,-0.0963,-0.0963,0
JVASP-36496,Sr3 Bi1 As1,-0.0503,-0.0503,0
JVASP-36498,Ba3 P1 N1,-0.1465,-0.1465,0
JVASP-36500,Ba3 As1 N1,-0.287,-0.287,0
JVASP-36523,Hf1 Zn1,0,-0.7865,0
JVASP-36589,Mg1 Ge1 O3,5.8601,4.5979,0
JVASP-36596,Sn1 Hg1 O3,0.9642,-0.042,0
JVASP-36598,Hf1 Hg1 O3,0.4084,-0.1448,0
JVASP-36617,Cd1 Si1 O3,4.8235,3.4251,0
JVASP-36638,Sr1 Si1 O3,4.9001,4.176,0
JVASP-36723,Pb1 Br1 Cl1,4.4545,4.3923,0
JVASP-36796,Tl1 Ag1 O2,0.4488,-0.1275,0
JVASP-36811,Tl1 Cu1 O2,0,-0.2347,0
JVASP-36823,Pb1 Au1 O2,0.6224,-0.2997,0
JVASP-36840,Pd1 Au1 O2,0,-1.1533,0
JVASP-36884,Tl1 Fe1 F3,-0.0005,-0.5187,0
JVASP-36914,Rb1 Ca1 I3,4.7257,4.4524,0
JVASP-36919,Mg1 Ag1 F3,5.1708,4.882,0
JVASP-36929,Cu1 Ag1 F3,0,-1.6426,0
JVASP-36932,Mg1 Ag1 F3,4.9267,4.7152,0
JVASP-36957,K1 Ag1 Br3,-0.0018,-2.1309,0
JVASP-36971,Tl1 Ag1 Cl3,-0.4341,-2.4954,0
JVASP-36981,Tl1 Ge1 F3,4.8251,4.6483,0
JVASP-36986,Tl1 Ge1 Cl3,4.7957,4.7548,0
JVASP-36996,Mn1 Tl1 F3,-0.0054,-0.4906,0
JVASP-37004,Y1 C1,-0.1053,-1.5351,0
JVASP-37022,K2 O1,4.618,4.618,0
JVASP-37027,Ti1 Ga1 Fe1 Co1,0,-0.4188,0
JVASP-37062,Ti2 Al1 Cr1,0,-0.4387,0
JVASP-37097,Sc2 Mn1 Si1,0,-0.6415,0
JVASP-37102,Sc2 Mn1 Sn1,0,-0.4966,0
JVASP-37107,Sc2 Mn1 Ge1,0,-0.7947,0
JVASP-37115,Rb1 Na1 H2,4.5919,4.5919,0
JVASP-37158,Na1 V1 S2,-0.0003,-0.4059,0
JVASP-37207,Si1 Pb1 O3,4.5392,2.1413,0
JVASP-37219,Sm1 Ga1 O3,4.6171,4.0956,0
JVASP-37301,Sr1 Ca3 O4,4.8939,4.8939,0
JVASP-37378,Tm2 Be1 Os1,0,-2.4044,0
JVASP-37384,Tm1 Mg2 Sc1,0,-0.6232,0
JVASP-37391,Tm2 Ag1 Hg1,0,-0.8033,0
JVASP-37632,V2 Re1 Ru1,0,-0.5058,0
JVASP-37636,Sc1 Sn1 O3,-0.1952,-0.3929,0
JVASP-37770,Hf1 Mg1 Au2,0,-1.5346,0
JVASP-37793,Pm1 Dy1 Cu2,0.0128,-0.5076,0
JVASP-37803,Li2 Pm1 Ga1,0.1367,-0.1197,0
JVASP-37910,Dy1 Al1 O3,5.0335,4.4967,0
JVASP-38031,Sc1 Cl1 O1,4.4297,4.4277,0
JVASP-38069,Rb2 Tl1 In1 F6,5.2069,4.9303,0
JVASP-38084,Rb2 Na1 In1 Cl6,4.9538,4.9538,0
JVASP-38151,Rb3 Si1,-0.033,-0.248,0
JVASP-38201,Rb3 Sn1,-0.0059,-0.2116,0
JVASP-38205,Rb3 Ru1,-0.0059,-0.0233,0
JVASP-38207,Rb3 Tc1,-0.0087,-0.0534,0
JVASP-38211,Rb3 Pb1,-0.0043,-0.204,0
JVASP-38214,Rb3 Os1,-0.0014,-0.0306,0
JVASP-38215,Rb3 Os1,-0.1641,-0.2082,0
JVASP-38246,Rb3 Ge1,-0.0035,-0.2464,0
JVASP-38463,Nd1 Tm1 Mg2,0,-0.9294,0
JVASP-38792,Tb1 Al1 Ag2,0,-1.1899,0
JVASP-38795,Tb1 Cd1 Pd2,0,-1.477,0
JVASP-38806,Nb1 Tl1 O3,-0.0835,-0.0835,0
JVASP-38820,Ta2 Cr1 Ru1,0,-0.8962,0
JVASP-38882,Ho1 Sb1 Pd2,0,-0.4394,0
JVASP-38886,Mg1 Sb1 Pd2,0,-3.1258,0
JVASP-39072,Sm1 Dy1 Rh2,0,-0.8735,0
JVASP-39085,Sm1 Br1,-0.2373,-0.2731,0
JVASP-39372,Ni3 H1,0,-0.2384,0
JVASP-39514,Ca1 Cd1 Si1,0.6909,-0.0296,0
JVASP-39675,Ti1 Si1 Ru2,0.3175,-0.1053,0
JVASP-39850,Cd2 Pd1 Rh1,0.0032,-0.4665,0
JVASP-39853,Cd2 Pt1 Rh1,0.0548,-0.6524,0
JVASP-39912,Yb1 Sb1 Pd2,0,-2.5372,0
JVASP-39981,Mg1 Sc2 Tc1,0,-0.4692,0
JVASP-40003,Hf1 Tc2 W1,0,-0.5463,0
JVASP-40006,Hf1 Zn1 Au2,0,-1.6328,0
JVASP-40014,Lu1 Ta1 Os2,0,-0.6152,0
JVASP-40030,Ti1 Be1 Co2,0,-0.6362,0
JVASP-40056,Li2 Nd1 Al1,0,-0.2665,0
JVASP-40093,Hf1 Sn1 Rh2,0,-0.7579,0
JVASP-40250,Sc1 V1 Ru2,0,-0.4863,0
JVASP-40261,Li1 Hf1 Rh2,0.3419,-0.8327,0
JVASP-40268,Sm1 Cd3,0,-0.853,0
JVASP-40343,Sc2 Zn1 Os1,0,-1.8457,0
JVASP-40442,Ca2 Mg1 In1,0,-0.4411,0
JVASP-40516,Ta1 Ga1 Os2,0.5891,-0.0503,0
JVASP-40574,Sm1 Y1 Mg2,-0.004,-0.9391,0
JVASP-40600,Sm2 Cu1 Ru1,0,-0.8249,0
JVASP-40636,Si2 O5,4.5578,4.5309,0
JVASP-40639,Ta1 In1 Ru2,0,-0.3349,0
JVASP-40668,Li2 V1 H2 O1 F5,-0.0656,-0.0762,0
JVASP-40794,Ta1 Al1 Pt1,0,-0.3439,0
JVASP-40799,Hf1 Si1 Ni1,0.5674,-0.014,0
JVASP-40814,Zr1 Ag1 B1,-0.0027,-0.8067,0
JVASP-40818,Ti1 Pt1 Pb1,0,-1.147,0
JVASP-40822,Zr1 Pt1 Pb1,0,-1.2063,0
JVASP-40939,Pm2 Mg1 Al1,0,-0.5753,0
JVASP-41008,Nd2 Mg1 Al1,0,-0.6387,0
JVASP-41045,Zn2 Ni1 Rh1,0,-0.8122,0
JVASP-41056,Hf1 Al1 Rh2,0,-0.6954,0
JVASP-41120,Yb1 O2,4.7724,4.6275,0
JVASP-41122,Li1 Tb1 Hg2,0,-1.017,0
JVASP-41249,Hf1 Ga1 Ru2,0,-1.5387,0
JVASP-41256,Hf1 Ga1 Rh2,0,-1.0254,0
JVASP-41278,Ti1 Zn1 Ir2,0,-0.4649,0
JVASP-41359,Hf1 Cd1 Cu2,0,-1.2433,0
JVASP-41446,Tm1 Ta1 Os2,0,-0.6119,0
JVASP-41451,Nb1 Al1 Os2,0,-0.3824,0
JVASP-41491,Tm2 In1 Os1,0,-2.1173,0
JVASP-41502,Dy1 Sn1 Ru2,0,-1.1858,0
JVASP-41510,Yb1 Cd3,0,-1.6993,0
JVASP-41522,Tm2 Ir1 Ru1,0,-1.7467,0
JVASP-41524,Tm2 Os1 Ru1,0,-2.2915,0
JVASP-41567,Lu2 Ag1 Hg1,0,-0.88,0
JVASP-41570,Tm2 Mg1 Tc1,0,-0.3832,0
JVASP-41606,Y1 Al1 Ag2,0,-1.2572,0
JVASP-41642,Ti1 In1 Co2,0,-0.5445,0
JVASP-41707,Li2 Pr1 Al1,0,-0.3251,0
JVASP-41746,Li1 Dy1 Hg2,0,-1.0182,0
JVASP-41762,Cd1 Ga1 Rh2,0.0064,-1.3216,0
JVASP-41892,Ta1 Al1 Os2,0.5967,-0.0477,0
JVASP-41895,Ga1 Cu1 Rh2,1.00E-04,-0.8272,0
JVASP-41896,Sc2 Al1 Os1,0,-1.8954,0
JVASP-41911,Sc1 Sb1 Ru2,0,-0.434,0
JVASP-41930,Li1 Er1 In2,0,-0.768,0
JVASP-41938,Sc1 Sb1 Rh2,0,-0.7665,0
JVASP-41977,Al1 V1 Os2,0.1853,-0.6251,0
